,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
72,1534,338,1261,944,944,1780,853,100,1859,1261,1626,1737,1917,100,580,1534,346,100,944,1948,1980,338,1534,1534,1534,338,1567,580,1289,1411,1917,1626,1917,1289,346,1567,1293,1293,1261,338,100,1289,1737,338,1948,1948,1737,1917,853,401,1626,1737,1948,1567,1534,338,1289,1293,401,1626,1289,1917,401,1567,1980,401,346,401,1567,1980,580,1289,1780,1567,1261,100,1289,1567,1626,1626,1948,1261,1980,338,944,338,1567,346,1534,346,1411,1293,1289,944,1293,1780,1859,1261,1567,401,1567.0,944.0,346.0,1859.0,338.0,580.0,1261.0,1289.0,401.0,944.0,338.0,1626.0,580.0,944.0,944.0,401.0,1626.0,100.0,100.0,1859.0,346.0,1980.0,580.0,1411.0,1534.0,1411.0,1567.0,1780.0,1780.0,1917.0,1980.0,944.0,1293.0,1917.0,346.0,1261.0,1411.0,1626.0,1261.0,1261.0,1780.0,944.0,1780.0,1737.0,338.0,1293.0,1411.0,1780.0,1411.0,1917.0,1289.0,1980.0,1737.0,401.0,1859.0,1534.0,580.0,1859.0,944.0,580.0,853.0,1980.0,1737.0,1261.0,1917.0,1411.0,1780.0,100.0,1737.0,1948.0,1737.0,1917.0,1626.0,1411.0,1534.0,1859.0,401.0,1289.0,1289.0,1859.0,1948.0,1411.0,1780.0,100.0,1917.0,1626.0,338.0,1859.0,346.0,1567.0,,,,,,,,,
73,816,1598,1115,432,1643,432,1406,1406,1406,1552,1643,1406,482,816,1598,1851,432,388,1115,1330,816,432,1851,388,1406,1552,432,432,432,1552,432,1115,388,1115,1406,388,1298,432,597,816,1330,816,597,1298,482,1330,1643,388,1643,432,1851,432,388,1330,1406,1406,482,482,1330,816,1598,1552,1851,1298,388,1115,1330,1330,816,1643,1406,597,388,597,597,1552,1406,482,482,816,1406,1115,1643,1851,1406,1406,1598,1643,597,816,1552,1406,1330,388,597,1643,388,1851,1330,1643,1598.0,1643.0,1406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1483,1723,1093,1483,1535,1738,1608,1290,847,1776,1021,392,1776,1483,1021,1290,392,1553,1251,1738,563,1553,1158,1251,144,1158,1553,847,1776,1723,1553,994,392,1483,1535,1483,563,847,1776,1483,1251,1290,994,1021,994,1021,994,795,1608,1535,1483,1158,1114,1776,1483,1723,1114,1093,1114,144,1158,994,1158,795,392,1738,795,1251,144,1776,563,795,994,1608,994,1290,1608,1738,1114,921,1608,1608,847,144,994,994,1483,847,563,1608,1093,1483,1251,1158,392,1553,1093,144,1251,1114,1021.0,1483.0,563.0,994.0,847.0,994.0,1483.0,994.0,1553.0,1251.0,994.0,144.0,1114.0,1738.0,392.0,921.0,1553.0,1093.0,1738.0,1535.0,1290.0,795.0,1114.0,1114.0,1535.0,1290.0,795.0,921.0,1738.0,921.0,1723.0,1021.0,1535.0,1738.0,1608.0,1290.0,1483.0,1158.0,1251.0,144.0,1251.0,1290.0,921.0,1776.0,1114.0,921.0,1290.0,1483.0,1021.0,1021.0,563.0,1290.0,1608.0,1553.0,1738.0,392.0,1608.0,1776.0,1251.0,795.0,1290.0,847.0,1553.0,392.0,1290.0,1738.0,563.0,1158.0,847.0,1114.0,1553.0,1776.0,1251.0,1723.0,1114.0,1021.0,795.0,1553.0,1093.0,795.0,1251.0,1093.0,1251.0,144.0,1290.0,1251.0,,,,,,,,,,,,,
75,304,304,1578,1267,1077,118,165,48,1280,1896,1578,1077,1896,48,553,1578,118,165,1198,1280,304,553,1472,1548,1477,553,1267,1578,1198,1477,304,1578,1472,1477,1477,165,1477,1896,118,1198,165,1077,118,1198,1477,1477,1280,1548,1077,1280,118,304,1198,1477,1896,1578,1548,165,118,1280,1077,165,1896,1896,118,1267,304,1949,1477,1472,304,1966,118,1966,165,165,1267,48,1949,1896,304,1077,1966,1949,1267,1949,1949,553,1280,1896,1548,48,118,1477,1472,165,553,1280,1966,118,304.0,1077.0,304.0,1896.0,1949.0,1949.0,1578.0,48.0,1548.0,165.0,1966.0,553.0,1077.0,1077.0,1949.0,118.0,48.0,1477.0,1267.0,1896.0,1472.0,1548.0,1477.0,1548.0,1949.0,1077.0,48.0,553.0,118.0,304.0,1548.0,1477.0,118.0,1477.0,1578.0,1280.0,304.0,304.0,1198.0,1896.0,165.0,1966.0,165.0,1896.0,1077.0,1578.0,304.0,1578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,83,644,1110,158,590,1371,294,1763,1166,1371,294,1537,35,1222,83,1166,1222,590,1217,84,835,1217,84,1166,491,83,590,158,835,35,644,84,83,1166,491,491,644,494,1110,644,1110,644,1537,83,903,294,84,83,1166,1537,903,835,904,903,644,1110,84,83,1166,1537,782,644,782,1166,1371,1222,1763,1763,903,294,1763,1763,644,494,590,835,644,1166,1371,1537,1763,35,35,1110,1217,1537,590,35,1222,491,903,35,1763,903,1371,158,1537,491,644,1166,1763.0,1371.0,835.0,83.0,1166.0,835.0,835.0,294.0,1537.0,590.0,644.0,782.0,1371.0,904.0,491.0,294.0,294.0,491.0,84.0,1166.0,904.0,294.0,1763.0,491.0,494.0,83.0,1537.0,35.0,590.0,83.0,35.0,491.0,158.0,84.0,1166.0,84.0,158.0,782.0,1763.0,1217.0,1217.0,1763.0,84.0,904.0,494.0,35.0,835.0,903.0,84.0,835.0,1217.0,1217.0,1166.0,1371.0,84.0,158.0,294.0,35.0,1217.0,84.0,1110.0,1371.0,904.0,1110.0,904.0,782.0,1222.0,835.0,1217.0,84.0,1222.0,1217.0,494.0,1371.0,1222.0,644.0,1166.0,84.0,1166.0,1110.0,644.0,590.0,1763.0,294.0,903.0,590.0,494.0,903.0,903.0,1763.0,1371.0,644.0,1217.0,903.0,1371.0,835.0,782.0,,
77,1435,292,445,822,870,1577,1536,822,292,445,1536,1735,1002,1422,473,1536,558,1536,292,410,1735,558,292,870,1435,473,599,558,1536,1422,1422,1422,1435,1577,693,769,1002,1435,1536,1577,1735,410,1735,1422,558,822,599,1735,1536,822,870,769,769,1735,1435,1435,445,473,558,870,599,1536,1355,1536,1735,1735,1536,1003,1003,769,1577,473,822,473,1536,1949,410,1435,410,822,693,1002,410,1536,1002,410,599,769,1435,1355,1435,1577,445,1435,870,292,1422,599,410,473,769.0,1949.0,1435.0,1003.0,1355.0,1003.0,769.0,1002.0,769.0,1422.0,558.0,410.0,1002.0,558.0,473.0,558.0,1435.0,410.0,1355.0,1949.0,1949.0,1422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,384,1234,464,512,1840,650,1840,161,432,1840,432,552,384,1857,1383,512,295,1158,1840,1857,464,552,295,161,1857,295,1234,1158,464,384,384,1857,384,1234,295,464,31,377,432,1840,552,161,161,650,464,377,31,377,295,377,1857,512,552,650,552,1383,512,1857,1158,161,384,432,384,1234,161,650,1857,650,1234,31,464,1158,1383,1383,1840,650,1840,1857,650,552,1840,432,384,295,295,384,377,650,1234,512,650,432,1234,377,1234,650,650,552,1234,1840,1234.0,1857.0,31.0,1857.0,295.0,1158.0,295.0,384.0,1383.0,432.0,650.0,377.0,1234.0,31.0,1857.0,1234.0,1840.0,377.0,384.0,432.0,432.0,1383.0,1857.0,295.0,31.0,432.0,377.0,1857.0,1234.0,161.0,552.0,512.0,650.0,650.0,1234.0,1158.0,512.0,377.0,384.0,650.0,432.0,512.0,161.0,1158.0,384.0,161.0,384.0,384.0,295.0,1840.0,31.0,384.0,432.0,552.0,384.0,1234.0,1840.0,377.0,432.0,1158.0,295.0,1383.0,377.0,377.0,1234.0,1840.0,31.0,1158.0,384.0,1857.0,432.0,1158.0,1857.0,1840.0,1234.0,161.0,,,,,,,,,,,,,,,,,,,,,,,
79,1550,116,116,80,998,485,88,1132,3,1305,1305,1305,901,1368,1368,397,397,181,397,1368,1550,998,901,1528,1305,421,485,1976,1814,80,1368,1550,1528,88,3,80,1528,116,80,1368,1305,1368,901,80,1550,901,88,116,485,88,485,1305,485,88,1368,1528,397,998,421,998,1550,421,485,1132,38,80,397,1368,901,421,1368,181,1814,998,181,1528,38,421,1814,181,3,3,1132,38,88,88,80,88,1368,3,88,80,485,1550,1305,1550,3,116,1132,1132,88.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1978,1833,90,931,559,1027,530,931,90,90,367,1027,367,90,1027,1978,90,931,1027,1027,367,367,369,1978,477,1027,1027,931,90,367,931,530,367,369,530,1978,1027,530,559,559,1833,559,559,559,530,1978,1833,1978,559,931,90,90,1833,1978,90,477,931,1833,477,477,931,367,530,369,1978,931,369,1027,367,559,530,559,367,477,90,369,369,477,1833,367,90,559,90,530,931,559,1833,530,1833,1833,1833,559,1978,90,559,1978,367,367,931,369,1027.0,1833.0,931.0,367.0,530.0,1978.0,367.0,530.0,559.0,1833.0,367.0,1978.0,931.0,559.0,477.0,559.0,1978.0,1978.0,530.0,559.0,90.0,530.0,477.0,477.0,559.0,477.0,367.0,367.0,369.0,90.0,477.0,90.0,1027.0,367.0,1027.0,931.0,369.0,90.0,367.0,931.0,1027.0,1978.0,477.0,1978.0,1027.0,530.0,1978.0,369.0,1978.0,477.0,931.0,369.0,369.0,559.0,1978.0,530.0,559.0,477.0,477.0,931.0,369.0,1027.0,90.0,1027.0,367.0,369.0,530.0,931.0,367.0,477.0,931.0,1027.0,367.0,369.0,367.0,367.0,367.0,1027.0,530.0,90.0,559.0,1978.0,367.0,90.0,,,,,,,,,,,,,,,
81,1790,1475,316,1793,448,1654,1790,1654,1790,1861,1599,192,1793,1475,156,448,192,1475,341,156,1654,1793,316,807,156,341,192,1475,448,1861,1793,1790,807,448,1537,1537,448,1475,448,448,1599,316,448,1537,1599,394,341,1537,341,1654,448,1790,1475,1793,341,1475,1861,192,394,394,1599,394,1790,1475,1793,1475,1793,1537,1793,341,448,316,1475,156,1790,448,192,1793,1599,807,316,192,156,341,192,394,1793,807,341,394,1599,1599,1861,316,1654,807,1790,807,156,192,1654.0,341.0,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,472,676,693,315,352,246,676,78,459,693,1920,78,1479,1295,78,315,246,1920,352,459,459,459,1920,352,352,1295,352,246,1479,78,472,352,1295,472,459,472,1295,1317,459,352,1920,676,676,1479,1295,1479,1317,1295,78,693,352,352,246,315,1479,1295,1295,1920,78,315,1317,472,472,1479,1295,1295,693,1479,693,1920,1295,315,676,1920,693,352,459,1317,246,1317,78,1295,459,246,352,246,459,472,315,1317,78,459,676,1920,1479,78,693,1479,352,459,472.0,676.0,1295.0,472.0,459.0,676.0,693.0,246.0,1317.0,78.0,1920.0,78.0,459.0,472.0,676.0,78.0,1479.0,1317.0,352.0,1479.0,459.0,1317.0,352.0,315.0,315.0,459.0,1479.0,78.0,78.0,1920.0,1317.0,1295.0,1479.0,459.0,459.0,693.0,1920.0,676.0,1920.0,1317.0,315.0,1920.0,459.0,693.0,352.0,459.0,352.0,472.0,352.0,472.0,693.0,459.0,1317.0,1295.0,693.0,1317.0,1317.0,472.0,315.0,352.0,315.0,1920.0,459.0,1295.0,1920.0,1920.0,693.0,315.0,315.0,472.0,459.0,693.0,1479.0,472.0,1295.0,246.0,352.0,1920.0,472.0,676.0,693.0,246.0,676.0,676.0,352.0,246.0,1295.0,78.0,1317.0,1479.0,693.0,1920.0,78.0,693.0,459.0,676.0,693.0,472.0,
83,446,1829,1194,446,1336,1876,485,1960,356,485,1093,1104,827,1829,664,485,1559,485,935,356,827,1960,1194,1427,485,152,453,485,1427,453,446,1194,152,1829,485,1093,935,1829,1194,1960,446,1104,664,453,485,356,1876,1829,827,935,664,1829,1104,935,1093,1427,1991,227,227,827,152,446,1960,1091,1559,1104,827,1960,152,1104,664,1336,1091,1091,1991,227,1559,1960,827,827,1559,1991,1960,446,1093,227,152,1336,1960,1960,453,1960,356,664,1427,1194,485,1336,1427,152,453.0,1336.0,1559.0,1091.0,1829.0,1194.0,1093.0,1829.0,664.0,827.0,1336.0,1091.0,356.0,1876.0,1991.0,1104.0,453.0,485.0,227.0,664.0,1091.0,446.0,1829.0,1960.0,664.0,664.0,446.0,446.0,935.0,1960.0,1876.0,227.0,1991.0,1194.0,1104.0,446.0,227.0,1104.0,356.0,1427.0,485.0,1091.0,1091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,137,1219,1250,1476,1247,1533,330,1980,906,1250,906,730,1247,1813,1980,906,330,1250,435,1183,1980,1945,154,1533,1250,435,330,730,330,1901,1813,906,1980,154,1813,137,906,619,619,1901,137,1476,1901,619,1247,1250,730,1813,906,154,154,1813,154,154,1250,1980,137,435,154,499,1980,1901,1219,435,137,619,137,154,730,1219,1945,906,499,906,730,1901,1247,137,1476,1813,499,499,1533,619,499,1533,730,1247,1250,330,154,1945,137,1980,1533,1247,1476,1219,154,619,154.0,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,248,709,1531,682,24,1687,847,1106,1949,27,283,1194,709,838,1106,27,27,1949,6,6,1341,598,27,598,6,400,847,1531,709,1697,709,1194,273,1949,6,24,283,24,283,847,1965,1949,1949,283,847,273,283,6,1949,709,838,682,1697,847,709,709,1531,1531,838,598,1106,24,6,847,283,283,1687,1531,27,709,27,1531,6,847,1697,682,248,709,400,598,1687,1341,400,283,1949,27,1687,1341,1341,1106,400,1697,709,248,709,1194,273,248,1531,1697,1697.0,6.0,1965.0,598.0,1341.0,1949.0,1949.0,682.0,400.0,248.0,273.0,598.0,1194.0,1949.0,273.0,273.0,400.0,1949.0,248.0,1697.0,682.0,709.0,1965.0,273.0,1687.0,682.0,838.0,1194.0,248.0,1531.0,1697.0,27.0,273.0,1531.0,1949.0,1531.0,6.0,1531.0,847.0,847.0,847.0,24.0,709.0,1341.0,1697.0,248.0,709.0,1341.0,709.0,598.0,682.0,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,645,1679,1473,1679,645,1473,645,1473,1473,644,1211,1211,186,595,1679,1473,1473,1699,644,595,1679,595,595,1473,1473,1699,1699,186,644,592,1699,186,644,1679,644,644,1699,645,1679,1473,1473,1699,1211,186,1211,644,592,645,1211,186,1679,1211,1473,1473,1473,1699,645,1473,186,1211,1211,592,1473,595,592,1473,1679,644,595,43,1679,1679,1211,644,1211,644,1699,1679,645,1679,1211,43,43,186,1211,1473,43,1473,645,592,592,595,1211,595,1699,1473,43,1473,645,645,592.0,1699.0,1679.0,645.0,186.0,645.0,592.0,644.0,592.0,595.0,1699.0,592.0,1211.0,592.0,43.0,1211.0,644.0,595.0,1211.0,1211.0,1211.0,1473.0,1473.0,645.0,1699.0,592.0,592.0,1473.0,645.0,43.0,1679.0,1679.0,595.0,1211.0,1211.0,644.0,645.0,592.0,1699.0,43.0,1473.0,1473.0,645.0,1699.0,644.0,644.0,1473.0,1473.0,592.0,1473.0,1211.0,1699.0,645.0,644.0,1473.0,1699.0,43.0,644.0,1211.0,1679.0,592.0,644.0,1699.0,595.0,1211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,955,1031,746,1512,972,1512,531,1031,595,1465,595,1465,972,1031,595,371,335,1465,371,1512,955,531,746,955,647,1512,371,972,746,1512,813,531,955,1867,335,1512,686,1465,335,1465,595,647,1465,813,1867,1031,813,686,1465,1465,647,813,371,955,647,813,972,335,813,686,595,955,1867,335,955,686,371,1031,531,335,1465,595,813,335,1031,813,1512,813,972,686,1867,746,1512,1512,371,686,335,972,746,1031,972,647,335,1867,647,595,1512,972,1867,955,813.0,686.0,647.0,813.0,955.0,746.0,686.0,1867.0,972.0,746.0,595.0,1465.0,972.0,1867.0,335.0,1465.0,1031.0,1031.0,531.0,972.0,686.0,1867.0,1465.0,1867.0,335.0,335.0,955.0,1512.0,335.0,813.0,1512.0,1867.0,647.0,746.0,686.0,1031.0,647.0,1465.0,647.0,335.0,371.0,1867.0,1867.0,335.0,335.0,531.0,1512.0,371.0,595.0,955.0,371.0,1512.0,371.0,813.0,595.0,955.0,1465.0,1867.0,1031.0,746.0,371.0,1465.0,335.0,1465.0,686.0,746.0,1867.0,647.0,1512.0,371.0,746.0,371.0,1867.0,746.0,1867.0,813.0,1512.0,595.0,335.0,1512.0,371.0,686.0,335.0,,,,,,,,,,,,,,,,
88,1693,1156,1759,1634,1563,1759,1721,1759,1693,1693,1634,1381,1907,1759,1721,1759,164,309,1330,1959,1381,164,834,164,1907,1950,1634,1721,1721,1721,164,1907,1907,1693,1381,164,1156,1959,309,309,1693,1950,81,1959,1381,1563,1907,1959,1634,1693,1907,834,1634,1759,164,1759,1563,1950,1759,1693,1950,1330,1330,1156,834,1563,1563,1959,1959,1330,1959,1634,1907,1381,309,1381,1381,1330,1959,1634,1759,81,1759,164,1156,309,834,834,164,1721,1381,834,1759,1634,81,1330,834,1950,1563,1907,1959.0,1721.0,1721.0,1759.0,164.0,1156.0,1950.0,164.0,1381.0,1381.0,1330.0,1959.0,1907.0,81.0,1959.0,1330.0,309.0,834.0,164.0,81.0,1693.0,1330.0,81.0,1907.0,1693.0,1721.0,1330.0,1950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1788,885,1180,1836,1645,1180,1000,1708,885,1836,1788,1836,1180,1645,124,885,1788,1682,1682,631,124,1836,1928,181,1836,124,47,1928,1645,1836,47,47,1702,124,631,1180,1836,1645,181,1788,124,124,124,1928,47,885,885,1000,1000,124,1708,1645,1928,1788,1180,1682,1702,47,124,1645,1928,631,1788,1702,1928,124,1682,1708,1000,1645,1645,631,1836,885,1836,1788,1836,1180,1645,1000,181,1702,1000,181,1000,1180,124,1788,1702,1836,1682,1788,631,1180,1682,47,1645,1708,1645,885,124.0,1645.0,124.0,1645.0,1788.0,124.0,181.0,1708.0,1836.0,1928.0,631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1662,1662,1662,1886,606,1339,1886,1642,1886,1662,1031,1732,1339,1732,1502,1502,1502,1732,844,1502,844,1031,844,1732,1642,1502,1732,1031,1339,898,1339,606,1662,844,1502,1031,1886,1732,1886,1662,844,898,1886,1642,1662,1732,1886,1886,1339,1339,1662,606,1642,1886,898,606,1886,1339,1886,898,898,1886,1732,1031,1339,1886,1031,1339,1031,1886,1886,1502,1662,1732,844,898,844,1031,1502,1502,1502,606,1732,1502,1031,1502,844,1031,1662,1502,1642,1339,1031,1662,1732,1642,898,1502,1642,844,1031.0,1031.0,898.0,1642.0,1339.0,844.0,606.0,1732.0,1339.0,844.0,844.0,898.0,844.0,844.0,844.0,1031.0,1642.0,1732.0,844.0,898.0,1502.0,1642.0,1886.0,898.0,1642.0,1886.0,1031.0,1339.0,844.0,1886.0,1502.0,844.0,606.0,1886.0,844.0,1886.0,1339.0,1732.0,1732.0,898.0,898.0,1502.0,1502.0,606.0,1886.0,1886.0,1031.0,844.0,898.0,1662.0,898.0,1339.0,844.0,1732.0,1732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,808,1925,50,1925,1609,1219,1219,864,531,971,808,531,1485,1925,788,1207,1207,948,808,1521,808,808,864,1609,808,1609,971,1521,1925,1609,1925,788,788,50,1521,50,1651,808,971,531,864,1219,50,971,808,808,1925,864,808,1651,1925,1485,948,1485,971,788,1521,788,50,50,808,1485,1485,1609,948,788,948,50,948,1925,50,864,948,864,50,948,531,971,1219,1207,808,864,1207,808,1925,1521,788,50,1219,1925,50,1485,1651,808,808,1219,948,971,1219,1207,864.0,788.0,531.0,948.0,531.0,1925.0,1521.0,788.0,1219.0,788.0,1207.0,1925.0,50.0,948.0,1925.0,788.0,1219.0,864.0,864.0,1521.0,1609.0,531.0,1521.0,1651.0,1521.0,1485.0,50.0,788.0,1521.0,531.0,788.0,971.0,531.0,1207.0,50.0,948.0,531.0,1219.0,864.0,1521.0,1651.0,531.0,1925.0,864.0,1651.0,1651.0,971.0,1521.0,1925.0,1925.0,1609.0,1219.0,788.0,531.0,1609.0,1651.0,1651.0,948.0,50.0,1925.0,808.0,1219.0,1485.0,1485.0,948.0,1207.0,1609.0,531.0,531.0,971.0,971.0,1207.0,808.0,971.0,1609.0,971.0,1651.0,1207.0,788.0,788.0,1521.0,531.0,1219.0,788.0,948.0,,,,,,,,,,,,,,
92,670,393,243,243,1022,1856,1044,1321,393,1561,45,115,1022,1763,1097,1022,1321,670,1097,1763,243,45,45,1763,1763,393,1022,1022,1321,670,393,1022,1321,1022,1044,1763,45,1097,1321,1097,1561,1097,1763,115,1321,1763,45,1022,670,1561,1561,45,1022,45,115,1097,670,1097,243,45,243,1022,243,1097,1044,1856,1321,670,1097,243,243,1763,1022,1561,1022,1321,1321,115,1044,1321,115,670,1856,393,670,393,1561,45,1022,1321,393,115,1856,115,243,1044,393,670,1856,393,1856.0,45.0,1561.0,1763.0,115.0,1561.0,1022.0,393.0,243.0,1022.0,393.0,115.0,1856.0,1044.0,1763.0,1763.0,1044.0,243.0,1022.0,1856.0,393.0,670.0,1097.0,115.0,1856.0,1561.0,1763.0,243.0,393.0,115.0,1856.0,1022.0,115.0,1321.0,1856.0,1763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,237,226,1665,226,1958,226,201,237,1958,1665,1665,261,1103,226,201,237,577,1958,237,577,1958,237,261,1958,1103,1958,237,202,1665,1958,201,202,968,577,968,577,1958,261,968,1958,261,968,226,237,1144,261,237,237,226,1665,577,202,202,202,201,1958,201,226,202,237,1144,261,261,201,261,1665,577,1103,202,237,1144,237,1665,1958,261,1103,202,201,577,237,1103,968,1958,577,1283,577,968,1958,1283,1144,261,237,261,202,1283,1283,577,1958,968,237,237.0,1283.0,1283.0,202.0,1958.0,577.0,201.0,1103.0,201.0,237.0,1665.0,1665.0,201.0,968.0,202.0,1144.0,261.0,968.0,577.0,261.0,1144.0,968.0,968.0,1144.0,1144.0,1958.0,261.0,261.0,1958.0,1144.0,968.0,1144.0,226.0,1144.0,226.0,1144.0,1665.0,201.0,226.0,1103.0,1665.0,1958.0,237.0,1665.0,1665.0,1144.0,1283.0,237.0,202.0,202.0,202.0,1283.0,1283.0,577.0,968.0,261.0,1144.0,968.0,1665.0,1283.0,202.0,226.0,1144.0,968.0,201.0,968.0,577.0,968.0,237.0,577.0,968.0,1283.0,261.0,261.0,261.0,1103.0,237.0,968.0,1958.0,1103.0,237.0,1283.0,968.0,,,,,,,,,,,,,,,,
94,120,1304,1556,379,172,1853,1402,1751,1853,1402,379,1485,172,1485,551,1402,1010,172,1853,1668,120,1228,379,1668,551,551,1853,1485,1485,1556,428,1304,120,551,1304,1402,1556,120,551,120,551,1668,1402,551,1853,1668,1010,1228,1668,1010,428,1668,1304,1304,551,428,1668,1010,1228,1010,1668,428,428,1556,1402,1304,1010,1010,379,379,551,1668,428,1751,172,1228,1010,1304,1853,1485,551,428,379,1228,120,551,120,551,172,1304,551,1402,551,1304,428,172,379,428,120,120,1668.0,551.0,1556.0,120.0,1228.0,1485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1472,1353,1293,576,758,1021,529,1472,1475,576,576,1231,1499,1475,1499,576,1475,1847,1472,1499,1597,1499,1231,1542,758,758,576,1021,758,1645,758,1597,1475,1475,1353,1668,1021,1472,1021,529,1597,1143,1231,663,529,1475,1542,758,758,576,576,1293,576,1668,576,663,1021,576,1645,1499,1231,1847,1472,1293,1293,1143,1231,1143,1475,1597,1597,663,576,1847,1629,1475,1475,1645,576,529,758,1542,1143,1629,1293,1143,1231,1353,576,1629,1143,1668,758,1645,1542,1542,1293,1499,758,1231,1472.0,1645.0,1499.0,576.0,1847.0,1143.0,1847.0,1499.0,1499.0,1475.0,1597.0,576.0,1353.0,1293.0,1472.0,529.0,663.0,1475.0,1021.0,1542.0,529.0,1597.0,1542.0,1231.0,529.0,576.0,1597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1975,41,723,1968,41,723,602,1298,1975,205,723,205,1521,1298,723,723,1968,602,602,1968,38,38,41,1968,205,723,1968,1521,1968,1975,205,1298,602,1521,1968,1521,1521,41,1521,1968,602,1521,1521,1298,38,602,602,38,602,1356,1975,1968,1521,1521,205,1968,38,1356,1298,1298,41,1521,1975,723,723,38,41,1521,602,1298,1298,1968,38,38,205,1298,1968,38,1356,602,38,723,205,1968,1521,205,1356,602,205,205,205,38,205,205,1298,602,1968,1356,1298,1521,1968.0,602.0,38.0,1975.0,1356.0,41.0,205.0,602.0,41.0,41.0,723.0,41.0,38.0,38.0,1298.0,205.0,1298.0,1298.0,1356.0,38.0,1521.0,205.0,602.0,1356.0,602.0,1968.0,723.0,1975.0,1975.0,1356.0,1975.0,602.0,41.0,723.0,1356.0,41.0,1968.0,1975.0,602.0,1298.0,723.0,1975.0,205.0,205.0,1968.0,602.0,205.0,41.0,1521.0,1298.0,1298.0,1521.0,1968.0,205.0,1975.0,1968.0,1975.0,41.0,41.0,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
