title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year,listeners,playcount,tags
Raining On Our Love,The Woman In Me,Shania Twain,278.54322,0.870033796618,0.546326119552,1995,10543,36082,"country, 90s, female vocalists, Shania Twain, female"
Dying Batteries,The First Two Albums,Casiotone For The Painfully Alone,51.01669,0.665322161906,0.394217198901,2001,15545,53300,"wierd and wonderful, personal jukebox"
Making Up For Lost Time (Footprints In The Sand Album Version),Footprints In The Sand,Cristy Lane,196.80608,0.420615972388,0.337920750252,0,11,22,
Un Ojo Dimos,Gaitas Platinum,Barrio Obrero,231.47057,0.401020176248,0.297320738187,0,931,1991,gaitas
Fax Me,LOAF Presents: Domestic POP,Supertalented,96.65261,0.244272111795,0.0,0,134,327,indie pop
Tom Dooley,The Greatest Stars Of Folk Music,Kingston Trio,199.94077,0.512779338299,0.295117193892,0,46311,143210,"folk, oldies, 60s, country, 50s"
30 Days In The Hole (Live),30 Days In The Hole (Live & Dangerous),Humble Pie,469.44608,0.63354599875,0.402495879987,0,595,1066,hard rock
Lord We Give You All The Praise,Hear Our Prayers O Lord,The Jackson Southernaires,356.10077,0.323008990953,0.311437640327,0,15,28,Contemporary Gospel Tag
A Brief History of Shitty Comedy,Feelin' Kinda Patton,Patton Oswalt,121.96526,0.592797346267,0.453629718069,2004,11391,31827,comedy
Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),Messiaen Oeuvres Orgue,Olivier Messiaen,647.60118,0.59080451421,0.419100413034,0,30,39,20th Century Classical
Sensory Deprivation Adventure,Holding A Wolf By The Ears,From Autumn To Ashes,175.80363,0.71426853252,0.50545315343,2007,34813,187195,"hardcore, metalcore, post-hardcore, emo, screamo"
Smoke,Club Trafikana,Trafik,505.67791,0.596845851745,0.40535201095,0,172,641,
Ma' Be Easy [Explicit Version],Ghetto Fabolous [Explicit Version],Fabolous,225.14893,0.571681626575,0.54000775021,0,202,355,
Lady Marmalade,Afro-Indio,Mongo Santamaria,194.76853,0.54003774898,0.360053306539,1975,3740,7389,"jazz, funk, cover, cuban, fip"
Silent Night,The Heart Of Christmas,Sergio Franchi,170.94485,0.421960437311,0.345637339599,1987,2682,5625,"christmas, xmas, classic rock, american, oldies"
Heather,Riddim Of Silence,Floor,211.90485,0.522423829106,0.417591879765,2009,1156,2709,
I WANNA HEAR IT FROM YOU,LIVE IN CONCERT,Eddy Raven,204.85179,0.464994319368,0.344721111172,1995,349,899,"1985, contemporary country, 80s country"
Oblivious Darkness,Quod Superius Sicut Inferius,Astarte,515.36934,0.53708829702,0.352919183632,2002,3166,9260,"black metal, female, female vocalists, Greek, greece"
Only You (Chimi-Changa Club Mix),Hi-Bias: Club Life 3,Sulk,552.93342,0.45008644797,0.317913282278,0,54,69,
Let It Be Me,Soul Friends,Ben E. King,167.3922,0.688638653571,0.478780074307,0,10,13,soul
Party For Pink,Aitai,Michelle & Vickie,190.56281,0.368404326732,0.261816097451,0,286,606,
Slaughter The Gods,Seasons Of The Scythe,The Accursed,171.15383,0.444836486444,0.318726161586,0,44,59,
Chorando Baixinho,Yamandu + Dominguinhos,Yamandu + Dominguinhos,276.79302,0.397772875788,0.383475744907,0,30,76,
Pretty Woman (LP Version),Sometimes I Just Feel Like Smilin',The Paul Butterfield Blues Band,228.75383,0.555904122513,0.39547886116,1971,10,16,
Healed (LP Version),He's Working It Out For You,Shirley Caesar,266.03057,0.57930948808,0.370273518966,0,23,27,healed
Intermezzo,Lullaby - Music for the Quiet Times,The American Boychoir,224.54812,0.409827635028,0.291883421788,0,14,21,
For You,Mo' Mega,Mr. Lif,327.6273,0.687454095457,0.448629111593,2006,6278,15330,"Mr Lif, Hip-Hop, hip hop, rap, underground"
El Capitan (1998 Digital Remaster),The Military Band - Salute to the Services,Felix Slatkin/Concert Arts Symphonic Band,138.57914,0.471612810183,0.291699079937,0,2,19,
Up North Trip,The Infamous,Mobb Deep,298.00444,0.772272160928,0.500119335075,1995,139812,549724,"Hip-Hop, mobb deep, rap, east coast hip hop, hardcore hip hop"
The Same Love That Made Me Laugh  [LP Version],I Believe To My Soul,Irma Thomas,195.36934,0.623823767852,0.441106359144,0,179,217,"soul, female vocalists, blues, rhythm and blues, mod"
Into My Eyes,The Right Time,Cherrelle,290.82077,0.477271766305,0.347194884097,1999,191,352,LKS
He Will Break Your Heart,Spotlight On Jerry Butler,Jerry Butler,167.18322,0.589259678209,0.389589781113,1960,20241,54543,"soul, 60s, jerry butler, oldies, 1960"
Don't Let Your Heart Be Hardened (This Means War Album Version),Petraphonics,Petra,222.61506,0.798158655938,0.475393063442,0,92,415,
How Can You Resist It,Ivory,Teena Marie,328.56771,0.621414328404,0.443930192726,1990,378,1275,Teena Marie
Violence in Fluid Triceratops,Portals,Arsonists Get All The Girls,240.92689,0.725402920778,0.45495739482,2009,8217,32493,"metalcore, metal, electronic, Progressive metal, 8-bit"
4/20/02,Lost Dogs,Pearl Jam,232.35873,0.814448110417,0.607971809563,0,3731,11436,"Grunge, rock, alternative, favorites, 2003"
Almost Us,In Search Of The Magic,Jim Chappell,217.49506,0.520204911317,0.361509802177,1997,162,787,"nostalgia, melancolia, Jim Chappell, El silencio de los angeles, te extrano"
Tell It Like It T-I-IS (Album Version),Good Stuff,The B-52's,313.20771,0.681598553146,0.537537201305,1992,10496,33774,"rock, new wave, Favourite Songs, poptastic, alt. rock"
Rain from the Skies Mix 2,Sings Studio One Hits,Delroy Wilson,157.57016,0.58344302355,0.385787614584,0,24,39,
Porque Yo Te Amo,Baladas De Amor,Leonardo Favio,201.50812,0.54611688438,0.398407519976,0,1483,2574,"Romantica, musica tutu, amort, musica para totoral, porque yo te amo"
I Saw An Angel,The Time Has Come 1967-1973,Pentangle,172.38159,0.547078569134,0.333649140792,0,5239,13022,"folk, folk-rock, british folk"
Termina La Feria,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),Gloria Lasso,187.92444,0.3812326115,0.301570181792,0,40,55,
Even A Child - Proverbs 20:11,Hide Em In Your Heart Vol 1,Steve Green,78.81098,0.516021359426,0.348526889598,0,146,448,
Trane's Strain,Playing For Change,Jack Sheldon,283.92444,0.407243119505,0.315617064079,0,146,216,loved
Begin The Beguine,Boleros In Trío,Los Tres Diamantes,175.43791,0.433877465953,0.315757199825,0,389,778,
Destined To Win,Collecton,DeGarmo & Key,203.62404,0.421132725384,0.318834231458,1988,1561,4863,"christian, christian rock, classic rock, 80s, synthpop"
Sirène,Voyages,Marc Perrone,13.5571,0.456136674435,0.285591271518,0,3,4,
Ma Douleur...,Plus De Diva,Julie Zenatti,287.92118,0.626957723005,0.434859589343,0,417,1693,
The Mighty SB,Michael Landau Group Live,Michael Landau,597.41995,0.540532155881,0.307053526943,0,165,419,guitar virtuoso
Heaven Only Knows,Exit,K-OS,235.04934,0.712662163367,0.430697046289,2002,15718,60860,"Hip-Hop, hip hop, Canadian, k-os, pop"
I'm Wrong,The Definitive Collection,Dave Hollister,301.87057,0.612543003669,0.459660463222,2006,5982,11153,"Dave Hollister, rhythum and blues tag, 90s, rnb, Old School Love"
Au Bout De La Marelle,Juste Avant,Patrick Bruel,257.2273,0.631151242449,0.432754336766,1999,3089,6407,"french, chanson francaise, pop, francophone, Ma Franc"
I've Been Thinking featuring Cat Power (Album Version),White People,Handsome Boy Modeling School,324.07465,0.587029625798,0.410850787117,2004,1201,2323,"hip hop, groovy jazzy goodness, chill time, alternative, experimental"
The Journey North,The Journey North,Michael Gettel,338.75546,0.510660236281,0.333770845165,1999,192,745,Beboppin
Ley Lines,Ley Lines,Embrace the End,364.14649,0.580369789607,0.420176593517,2008,3334,13177,"metalcore, Love, deathcore, lo"
Locomotive (Complicity),Use Your Illusion II,Guns N' Roses,524.87791,0.844085061395,0.71366981958,1991,41780,177872,"rock, Glam Metal, classic rock, heavy metal, Grunge"
Château de sable,Wanita,Rokia Traoré,340.50567,0.580367094837,0.359662997254,2000,3180,7819,"World Music, african, mali, female vocalist, cultural"
With Strength I Burn,Live At Wacken Open Air 2006 - A Night Of Emperial Wrath,Emperor,508.96934,0.742963152341,0.453391186075,0,69131,413957,"black metal, Symphonic Black Metal, Norwegian Black Metal, metal, melodic black metal"
I'm Down,Stomping Ground,Goldfinger,128.49587,0.72914944068,0.522277897419,0,48118,168238,"punk, punk rock, ska punk, seen live, rock"
Echo,Time Machine,Joe Satriani,469.60281,0.705876401914,0.622208960129,1987,56387,235056,"instrumental rock, guitar virtuoso, instrumental, rock, Joe Satriani"
El Ausente/ El Preso/ El Caminante/ Tania,Descarga Espectacular,Fruko Y Sus Tesos,249.05098,0.533724476939,0.370747683691,0,133,168,"latin, salsa"
Alone Together,None But The Lonely Heart,Charlie Haden & Chris Anderson,412.21179,0.618296843973,0.375374819487,0,273,1069,
Ask Fi War,Strictly The Best Vol. 15,Bounty Killer,227.5522,0.693287838551,0.393274491405,0,294,1017,
You Said You Loved Me,Chicago R&B [Parrot R&B],Orchids,175.98649,0.486047711424,0.380565167835,0,18,423,
Start The Fire,The Reckoning,Margaret Becker,261.04118,0.54191773701,0.404157671026,1989,135,430,
Don't Lie,Cuban Ballerina,Dead To Me,145.55383,0.710531387969,0.433728781426,2006,22533,122720,
Olha Pro Ceu,Visão Futurística Do Passado,Quinteto Violado,202.47465,0.442818538003,0.320520135114,0,39,50,
Seed,Heroes And Villains,Paloalto,289.59302,0.567875031278,0.405596195348,0,2371,8528,"emo, Discoverockult, Ours genre"
Salzanitos,Modelo Para Armar,Juan Carlos Baglietto,220.99546,0.540881349196,0.38663083651,0,138,761,
EU A4,Carrier Track,Stress Assassin,229.53751,0.422386808625,0.319980032555,2003,627,1835,
Desde mi cielo,Gaia II,Mago de Oz,380.682,0.629751605102,0.53141175199,2005,19778,128740,"metal, heavy metal, folk metal, spanish, MAGO DE OZ"
Gone,Bully,Sugarbomb,219.74159,0.484311162487,0.351841895697,2001,524,2028,"power pop, pop rock"
One Eyed Jack,Texas Hold'em,Joe McBride,314.06975,0.49244072825,0.338946969158,2005,301,882,Smooth Jazz
Katie's Song,We Are Enterprise: The Album to Benefit The Rebuilding of Enterprise High School,Darryl Worley,261.642,0.757389969929,0.516764030267,0,37,74,
Get Money,The Trials Of Job,Mykill Miers,263.3922,0.444184730365,0.326555905112,0,6,9,
Te estoy saboreando,En las cosas del amor...,Abracadabra,144.90077,0.442016128072,0.304972744724,0,37,49,
Warum rappst du?,Die besten Tage sind gezählt,Kool Savas,79.93424,0.603382767951,0.449423634694,2000,1629,5611,german hiphop
Bad Dreams,Later That Day...,Lyrics Born,200.38485,0.577158123814,0.512197243011,2003,28994,96491,"Hip-Hop, hip hop, funk, Quannum, lyrics born"
Night Time,Smooth Jazz Journey - Third Edition,Hot Club Of Detroit,309.96853,0.475457700998,0.309139497485,0,27,94,
Monkey & Turtle,Wangetti,David Hudson,350.56281,0.480062114456,0.330212698901,0,78,227,
Black Lung (Album Version),Life Won't Wait,Rancid,113.47546,0.850728265858,0.542054631464,0,129,436,
Crash And Burn [Home Demo],Tales Don't Tell Themselves,Funeral For A Friend,261.14567,0.85107300895,0.590449276812,2007,3915,10378,
Telephone Song,The Essential Stevie Ray Vaughan And Double Trouble,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,208.48281,0.585514006971,0.364914034535,1990,2367,4653,"Blues Rock Club Radio Karlsruhe, allbout Guitar Lessons - Blues Workshops Karlsruhe, blues rock, lautfm bluesclub, wwwlautfmbluesclub"
Heaven's Hero (Featuring Champion Of Love),My Favorite Place,Greater Vision,252.682,0.476968970542,0.358285252181,0,14,32,
This Is How A Heart Breaks,Lookin' For A Change,Joe McBride,291.13424,0.49244072825,0.338946969158,0,463,1021,"Smooth Jazz, joe Mcbride"
Bare As You Dare,Lover Girl,Lady Saw,230.53016,0.680620247688,0.440326072809,1994,254,454,"dancehall, 1994, female dancehall"
Don't You Know How Much I Love You,Live,Ronnie Milsap,151.37914,0.632592419749,0.497690506998,1983,1512,4743,"country, drinking music, male vocalists, classic country, good times music"
Ilta Oulunjoella,20 Suosikkia / Karjalan Marjaana,Tulipunaruusut,209.34485,0.308753633523,0.207285952835,0,110,337,"finnish, humppa, 6070"
Sag Ihnen Bescheid,Sag Ihnen Bescheid,Headliners,216.89424,0.530631076718,0.32623594643,2005,10355,26945,"Deutschrap, hip hop, german, Hip-Hop, rap"
It Only Takes Two To Tango,La Folie,The Stranglers,217.96526,0.719313233573,0.472748272732,1981,11576,28966,"new wave, post-punk, punk, Classic Punk, 80's"
Praying For Time,Ladies And Gentlemen... The Best Of George Michael,George Michael,281.33832,0.803105472929,0.545730700114,1990,103518,407525,"pop, 90s, soul, George Michael, male vocalists"
Dancer (2007 Digital Remaster),Babe Ruth,Babe Ruth,365.16526,0.545165441138,0.348630142159,1975,19,50,
Eso No Tiene Remedio,Homenaje,Orquesta Aragon,308.76689,0.508731241151,0.332930951194,0,1810,2792,
Canto Triste,Meia-Noite,Edu Lobo,309.52444,0.344062158743,0.0,1967,8847,19064,"Bossa Nova, mpb, brazil, brasil, brazilian"
Surf Bat (Album Version),Sleep In Safety,45 Grave,118.38649,0.59660238456,0.399186285296,1983,69,346,
I Dream Of Chi Chi,Dragonball Evolution,Brian Tyler,52.87138,0.675295469456,0.442696719581,2009,366,962,
The Jezebel Spirit,New Romantics,Brian Eno And David Byrne,296.33261,0.615740353062,0.423608912639,1981,50602,157656,"electronic, experimental, ambient, eno, electronica"
Say Your Prayers,Step In The Arena,Gang Starr,84.63628,0.705870923838,0.491178953749,1991,28180,73826,"Hip-Hop, east coast hip hop, hip hop, rap, 90s"
Rhumboso,Dances_ Prayers_ & Meditations For Peace,Nestor Torres,294.53016,0.485921285721,0.353156297467,0,62,126,jazz fusion
Isn't Radio,We Were Enchanted,Roommate,367.01995,0.519342409064,0.330647740788,0,542,1800,
Dum Dum (Marble Breaks And Iron Bends),The Dee Jays / Baby Talk - Best of,The Dee Jays,174.21016,0.3377360717,0.197089101337,0,139,1082,
Le chacha des gorilles,Maxi ambiance 50 titres,Bézu,275.3824,0.373850623044,0.148985480992,0,12,16,
The Kiss: Chris & The Model Airplane,Philip Glass: Undertow,Philip Glass,289.4624,0.711380095973,0.466224300345,0,129,135,
One More Go Round,New Moon Shine,James Taylor,280.81587,0.826513628554,0.628228387313,0,3484,9011,"singer-songwriter, pop, rock, 70s, adult contemporary"
Variations Sur Un Theme De Haydn Op51,Violin Concerto_ Op.77 Etc.,Herbert Von Karajan,1143.03955,0.668055686858,0.464152439053,0,4,4,
Hold On (LP Version),Streams,Michelle Tumes,265.29914,0.6129125729,0.395999522735,0,251,399,"female vocalists, piano, cheerful, michelle tumes, michelle tumes-hold on"
Beaux parleurs,Vers l'imaginaire,Clarisse Lavanant,175.17669,0.0824059229436,0.0,0,20,69,
Choro II,Brazilian Soul,Charlie Byrd / Laurindo Almeida,172.43383,0.527339183499,0.31055608318,0,1,3,
Money In Da Bank [Screwed],The Return Of O-Tumma,Tum Tum,188.94322,0.592494980056,0.350628946897,0,13,17,
'Ti Monde (LP Version),Cajun Conja,BeauSoleil,268.30322,0.506336378076,0.338454575906,1991,1,2,
Woe is Woman,Content,The Skabs,121.65179,0.437746377067,0.279664002509,0,20,191,
Make Me Bad,Crossing All Over Vol. 12,Korn,231.73179,0.829135422075,0.528709934432,1999,516684,3324011,"Nu Metal, metal, alternative metal, Korn, rock"
Make Me Bad,Make Me Bad,Korn,234.39628,0.829135422075,0.558298348128,1999,516684,3324011,"Nu Metal, metal, alternative metal, Korn, rock"
Seven Days Of Heaven,Normal as the Next Guy,Knack,285.51791,0.589190725288,0.439438995527,0,503,845,Mooks
An Mouvman,Se Nou Manm (Live Au Zenith),Kassav',268.90404,0.601395113088,0.436730221089,2009,415,1200,
Revelations:  Visions In A Dream,Hang On To Your Resistance (The Early Years),Tom Cochrane,208.79628,0.590360325395,0.371786733457,0,45,63,
Vendiste Los Gueyes -Maldita Miseria-,Mercedes Castro Acompañada con Mariachi Y Banda - En vivo,Mercedes Castro,184.42404,0.435732003605,0.373045953823,0,23,30,
Night Life,Harpin´ The Blues,Charlie McCoy,282.53995,0.370191165024,0.285989808268,1991,112,314,"harp masters, country harmonica greats, harmonica extreme"
How I Miss You Tonight,South Texas Swing,Adolph Hofner,135.07873,0.329024039671,0.253660035117,0,116,329,good ole homely country folk playing banjo yodeling
Aurora (Rory's Cassette Jam Remix),Aurora_ Vol.2 - EP,Alex Gopher,396.87791,0.648692286301,0.393369406146,0,181,431,
Sometime Ago,Soul On Jazz,Philip Bailey,227.47383,0.51326447604,0.334072668817,0,304,653,Jazz Vocal Tag
Puedes ser feliz,Sol,SOL,251.79383,0.64677141406,0.0,0,51,55,
Hustlin',Southern Slang (Chopped & Screwed),D.O.W.N.,312.39791,0.741132801808,0.542533993163,0,16,39,
My Lady,Live,Lee Michaels,249.80853,0.504565761875,0.349488482362,0,113,202,
Somebody Sing,Living Room,Wayne Watson,228.49261,0.545159295601,0.351555861186,0,30,106,
Shadows of the thought,Decade of Suicide/10 years after beginning,Suicide,321.30567,0.710269166698,0.394908896933,0,62,79,"seen live, epic, Awesome, Dreamy, amazing"
Wild Side,Music To Crash Your Car To,Mötley Crüe,248.55465,0.724284926643,0.501360613331,1987,267543,1493208,"hard rock, hair metal, 80s, rock, metal"
Big Time Charlie,Unforgiven,Cockney Rejects,182.25587,0.608824805464,0.42865098879,2007,236,453,
US Air Force,Songs of the US Armed Forces,The Sun Harbor's Chorus-Documentary Recordings,137.84771,0.41994127477,0.24913722954,0,7,8,
Love Don't Love Nobody,Long 'Bout Midnight,Roy Brown,163.83955,0.46359371862,0.36773193521,0,6370,14066,"Love, blues, Rock and Roll, rhythm and blues, 1950"
This Time,We Are One,David Saylor,273.34485,0.395603509222,0.0,0,1,1,
Tonight Will Last Forever (Album Version),Photographs,Mest,255.50322,0.690809096186,0.450093382351,2005,2284,2715,"punk rock, punk, emo, alternative rock, american"
Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),Discografia Completa Vol.5,Los Iracundos,188.05506,0.490193633978,0.377472507312,0,12,49,
One Day At A Time,Golden Gospel Favorites,Cumberland Quartet,192.88771,0.239564976469,0.0,0,68,336,Southern Gospel
Mama Don't Know Love,Never Give Up,Fred Locks,242.38975,0.452697587129,0.292906768906,0,45,63,
I'm On To You,Over The Edge,Hurricane,236.042,0.572431139125,0.346058219921,1988,7464,38051,"hard rock, hair metal, classic rock, heavy metal, pop"
Kettle Black,Murder The Dance,BLEED THE SKY,202.91873,0.646815252742,0.433173023114,2008,3958,16109,"metalcore, metal, emperorcryn"
I'm callin,Foreplay,Mr. Sancho,182.22975,0.595100752268,0.345015639015,0,40,121,
Ouça,Maysa,Maysa,180.87138,0.616436885257,0.409464909228,2008,9999,46692,"Bossa Nova, copo de uisque, melancholy, samba, 50s"
Al'amadalah Assa'bah (2004 Digital Remaster),Ya Hayati,Ragheb Alama,319.37261,0.554226466616,0.424931835179,0,18,37,
Turn It Into Something Special (Svengali's remix für Elisa),Turn It Into Something Special,Sasha,265.84771,0.692922730576,0.453731585999,0,265,277,
Storm In My Heart,Celtic Woman 3,Dolores Keane,272.5873,0.519779082459,0.348000019201,1993,7465,18112,"celtic, female vocalists, irish, folk, vocal"
Social Note,American Song Recital: Works of Bernstein_ Hundley_ Bowles...,Lauren Wagner & Fred Weldy,51.12118,0.469535165255,0.0,0,1,1,
That Rock Won't Roll,Greatest Hits,Restless Heart,210.46812,0.632779015937,0.447206656844,1986,5419,17473,"country, beautiful, classic country, my favorite, 80s country"
Prison Bound Blues,Match Box Blues,David Evans,250.56608,0.445661291144,0.248024686921,0,28,89,musicologist
Joking,Trace My Track,Speaker,188.29016,0.693200053541,0.321237233791,1999,85,265,
Wake The Sleeper,Wake The Sleeper,Uriah Heep,212.84526,0.67323869066,0.479204557694,2008,9592,26303,"hard rock, classic rock, rock, heavy metal, 70s"
Lagian ne maujan,Lagian Ne Maujan,Faiz Ali Faiz,879.69914,0.36328057111,0.306676093479,0,4,5,
Water Blazz (Chill House mix),Poolside : Mykonos,Christos Kedras,321.64526,0.430160300006,0.132329285523,0,2,2,
Fantasie (Extended Version),Fantasie [Deluxe Edition],Paso Doble,327.83628,0.460250922106,0.0,0,100,206,80s
Not Right (Remastered LP Version),The Stooges [Deluxe Edition],The Stooges,169.66485,0.732603394424,0.497050958692,0,669,1222,
Safe Passage,San Juan Suite/San Juan Suite II: Narada Classics,Michael Gettel,330.97098,0.510660236281,0.333770845165,1996,248,875,
Zero Db (drum solo by Frank Katz),X Communication : Trilogy II,Brand X,292.5971,0.601305751486,0.363675677051,0,106,172,"Fusion, Rock Electronico"
Shuo Ni Ai Wo,Play Cool,Will Pan,235.85914,0.516397804826,0.35944751217,0,48,426,
What Child Is This?,Home For The Holidays,Gold City,165.09342,0.596189938258,0.396521303082,0,40,131,
Down On Him,Love Junk,Pursuit Of Happiness,151.01342,0.508676201038,0.377888131403,1988,1063,3362,"Canadian, the word down, the word him"
Guided By History,Gathered Around The Oaken Table,Mithotyn,391.02649,0.54818519571,0.361105937537,1999,8843,28790,"folk metal, viking metal, black metal, metal, symphonic black"
Hey Joe,Honky Tonk Rockabillies_ Volume 2,Carl Smith,141.47873,0.551434960117,0.351717751121,1993,6486,14433,"country, classic country, carl smith, 50s, girlfriend"
Flight Of Earls,The Best Of Barley Bree,Barley Bree,279.58812,0.282317588288,0.0,0,18,42,
Melodia Simple,Viaje,La Mancha De Rolando,243.98322,0.514967583468,0.352895441752,2003,5009,13225,lo mejor de Argentina
The Luck You Got,Moxie Bravo,The High Strung,187.27138,0.599944669856,0.396800218979,2005,45251,290878,"shameless, Soundtrack, rock band, Rock Band Network, shameless us soundtrack"
Turn It Out,My Radio Sure Sounds Good To Me,Larry Graham & Graham Central Station,277.62893,0.480282622975,0.3506573345,0,1323,3990,"funk, slap bass"
Missing You For A Mile,Have A Nice Weekend,Beres Hammond,252.55138,0.681084419844,0.453371188065,0,388,1199,
September Song,The Great Vocalists,Tony Martin,182.85669,0.519939685321,0.350218160302,0,44,72,
I'm Free,I'm Free - Single,Jah Cure,224.02567,0.707204743933,0.519636855546,0,174,559,
Xiao Shuo Xiang,Steel Box Collection - Leo Ku,Leo Ku,245.55057,0.483278657332,0.360628716136,0,38,89,
Crash Course,Time Warp:  Greatest Hits,UK Subs,140.30322,0.659944918758,0.434696912797,1979,10328,28881,"punk, Morose Deep dilate Crimson, punk rock, garage, Solomusika-Loved"
Strange Fruit,Gardenias For Lady Day,James Carter,258.42893,0.498946148399,0.339020746721,2003,568,1499,"bobbyjazz, bobbysax"
Rodriguez Pena,Rendez Vous Au Balajo,Jo Privat,153.36444,0.391454064051,0.320850129554,0,40,59,rodriguez pena
Search For Jenny,Love Story,Francis Lai,184.45016,0.552719818114,0.371711094041,1970,3302,8544,"Soundtrack, film, sad, space age pop, top100"
Enough,Dog Years,Storyville,263.41832,0.59525476448,0.34870219952,1998,440,1133,
Serenade,Tormented,Slim Whitman,141.92281,0.516443779773,0.386669091706,0,1418,2840,"pop, country, easy listening, oldies, male vocalists"
White Feather,White Feather,Wolfmother,316.21179,0.792255589732,0.566971566219,2009,130337,557661,"hard rock, rock, Stoner Rock, alternative rock, Progressive rock"
Si Mi Chiamano Mimila Boheme Act1 Remast,Karajan & L'Opera,Herbert Von Karajan,288.41751,0.668055686858,0.464152439053,0,85,88,
Gumby Killed the Dinosaur (House Mix),Perfect Dragon,Pumpkin Buzzard,137.63873,0.391108884632,0.240098405753,0,4,6,
Devon,Sylvia,Gabriel Yared,229.98159,0.61180147146,0.399042081432,2003,238,958,"cinema, yared"
Ling Shi Shi Ji Fen,Edmond Leung Collections,Edmond Leung,234.1873,0.433317390445,0.349886289133,0,9,11,
Dreamer (Jamie J Sanchez Club Mix),Dreamer 'Remixed',Janice Robinson,459.33669,0.449241719245,0.367006570539,0,33,91,
This Kind Of Love (Full Band),This Kind Of Love,Sister Hazel,230.37342,0.731065755711,0.509878707853,0,134,447,
Just One Girl,Songs From 'By The Light Of The Silvery Moon' and Other Selections,Gordon MacRae,134.89587,0.412473042373,0.306976307226,0,26,56,word: girl
Pray On,No Better Place,Babbie Mason,240.84853,0.381780880565,0.305917775397,0,206,1769,
De Onda,Libertinaje,Bersuit Vergarabat,181.18485,0.615504102642,0.439836358888,1998,8222,25458,"experimental, pop, rock, singer-songwriter, favorites"
Song Of David (LP Version),Perfect Time,Maire Brennan,248.34567,0.576053722689,0.385878057741,0,1427,1797,
Atlantic Shore,Maire,Máire Brennan,244.74077,0.576053722689,0.385878057741,0,13270,26271,"celtic, folk, new age, Maire Brennan, Irish Folk"
Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],All Or Nothing,Fat Joe,211.59138,0.822908534132,0.572027853681,2005,64,194,
Little Louie Bonus,All In The Mind,The Bucketheads,383.16363,0.56384598478,0.344540600846,1995,82,124,
Paralyzed,Gran Turismo,The Cardigans,296.85506,0.74987636719,0.528302262284,1998,118488,506827,"alternative, rock, female vocalists, 90s, the cardigans"
Love Ain't No Stranger (2003 Digital Remaster),Best Of Whitesnake,Whitesnake,252.08118,0.82243282937,0.531303318565,2003,931,1521,"heavy metal, trinity, dfg, temazos, cabelorock"
Love Is Taking Hold,Al Denson,Al Denson,299.33669,0.429727828854,0.280482187299,0,41,360,
The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),The Day After,Twista,200.98567,0.889613554744,0.593808365175,2005,430,449,"fast rap, rapid delivery"
Don't Go Away,Kuschelrock 19,Oasis,289.2273,0.834564098277,0.540216450465,0,373171,2513170,"britpop, rock, british, 90s, alternative"
Don't Go Away,Be Here Now,Oasis,288.44363,0.834564098277,0.538046981194,0,373171,2513170,"britpop, rock, british, 90s, alternative"
We Are Not Impartial,Lo Compilation Mix By Susumu Yokota,The Chap,170.05669,0.612657823643,0.457611173992,2006,827,1813,
Weekend,Viva Dictators,Dictators,246.36036,0.588379457517,0.364735611518,0,16899,40205,"proto-punk, punk, 70s, New York Punk, hard rock"
Been There All The Time,Been There All The Time,Dinosaur Jr.,220.70812,0.749796959401,0.551552455156,2007,69589,276581,"alternative rock, Grunge, indie rock, rock, alternative"
If You Smile At The Sun,Our Lady... Kitty Kallen,Kitty Kallen,151.92771,0.458954416272,0.322125889014,0,82,112,
When,New Universe,Wilshire,181.49832,0.450562133116,0.291451821237,2003,90,282,adult alt
Lover Come Back To Me,Into The Sun [Amended],Candlebox,283.66322,0.657566887241,0.507625007837,0,4947,24366,"rock, alternative, indie, alternative rock, indie rock"
Beat Conductor,Get Ready Bass,Autonomous Bass Heads,307.722,0.532678058807,0.231014507526,0,40,77,"electro, electro bass, e l e c t r o, e-l-e-c-t-r-o"
Disconnected,Uh-Oh,Cowboy Mouth,237.60934,0.681148022988,0.401992540093,0,1394,6304,"americana, pandora"
Jesus Laughing (Some Things Never Change Version),Some Things Never Change,Mark Lowry,205.26975,0.493926144686,0.319626775917,0,14,25,
I Remember (amended album version),Bad Azz,Lil Boosie,243.35628,0.872325597018,0.535891042959,2006,777,1007,
It Killed Mom,Thee Oh Sees Sucks Blood,The Oh Sees,162.37669,0.561516206585,0.400952119314,0,8011,32018,
Loca (a/k/a Crazy) (Version Banda),Exitos Con Banda,Marisela,162.55955,0.570609658225,0.389877126421,0,95,109,
Cerilene,...Somewhere More Familiar,Sister Hazel,332.93016,0.731065755711,0.509878707853,1997,9755,27250,"folk, Southern Rock, Ballad, Slow Rock, 5 of 10 stars"
Like A Prayer (Tribute To Madonna),Tribute,Hot Wire,194.66404,0.630346808697,0.363160202285,0,4,39,
